ID,Attrition,Degree_Type,Achieved_Credit_Points,Attendance_Type,Age,Failed_Credit_Points,International_student,First_in_family,Gender,GPA,OP_Score,Socio_Economic_Status,Teaching_Period_Admitted,Faculty
n406105,Retained,Single,84,Full Time,20,24,No,No,F,4.12,10,High,SEM-1,QUT Business School
n406556,Retained,Single,192,Full Time,24,0,Yes,No,F,5.38,20,Low,SEM-1,Sci and Eng Faculty
n406827,Retained,Single,96,Full Time,19,0,No,No,F,5.88,7,Low,SEM-1,QUT Business School
n407270,Retained,Single,168,Full Time,36,0,No,No,F,4.49,24,High,SEM-1,Faculty of Law
n407292,Retained,Single,240,Full Time,25,12,Yes,No,M,4.23,8,Medium,SEM-1,QUT Business School
n407585,Retained,Single,192,Full Time,42,0,No,No,F,5.17,15,High,SEM-1,QUT Business School
n407647,Retained,Single,96,Full Time,21,0,No,No,F,5.38,11,High,SEM-1,QUT Business School
n407771,Retained,Single,96,Full Time,22,0,Yes,No,F,5.74,12,High,SEM-1,Faculty of Health
n407856,Retained,Double,84,Full Time,19,0,No,Yes,M,5.58,4,Medium,SEM-1,Sci and Eng Faculty
n408081,Retained,Single,96,Full Time,28,12,No,No,F,1,8,High,SEM-1,Faculty of Health
n408339,Retained,Single,48,Full Time,19,12,No,No,F,4.39,8,Low,SEM-2,QUT Business School
n408448,Retained,Single,108,Full Time,20,0,No,No,F,5.46,15,Medium,SEM-1,Faculty of Law
n409364,Retained,Single,96,Full Time,20,0,No,Yes,M,5.38,4,Low,SEM-1,Faculty of Health
n409705,Retained,Single,96,Full Time,30,0,No,Yes,M,5.01,17,High,SEM-1,Faculty of Health
n409987,Retained,Double,96,Full Time,19,0,No,Yes,M,6.13,10,Low,SEM-1,Sci and Eng Faculty
n410028,Not Retained,Single,0,Full Time,18,108,No,Yes,M,1.69,11,Low,SEM-1,Sci and Eng Faculty
n411259,Not Retained,Single,96,Full Time,21,0,No,No,F,4.67,10,Medium,SEM-2,CI Faculty
n411771,Retained,Single,120,Part Time,45,0,No,Yes,M,6.99,15,High,SEM-2,Faculty of Law
n411813,Retained,Single,144,Full Time,24,0,Yes,No,F,6.34,20,High,SEM-2,Faculty of Health
n413273,Retained,Single,96,Full Time,31,0,No,No,M,5.63,18,High,SEM-1,CI Faculty
n413315,Retained,Single,180,Full Time,22,0,Yes,No,F,5.53,13,Medium,SEM-1,Sci and Eng Faculty
n413420,Retained,Single,96,Full Time,29,0,No,No,M,5.13,8,Medium,SEM-1,CI Faculty
n413891,Retained,Single,96,Full Time,31,0,No,No,M,5.63,14,High,SEM-1,QUT Business School
n414015,Not Retained,Single,0,Full Time,20,36,No,No,F,1,22,Medium,SEM-1,QUT Business School
n414412,Retained,Single,96,Full Time,25,0,No,Yes,M,6.39,20,Medium,SEM-1,CI Faculty
n414458,Retained,Single,204,Full Time,25,0,No,No,M,5.26,2,High,SEM-1,QUT Business School
n414490,Not Retained,Single,0,Full Time,33,12,No,No,F,0.98,6,High,SEM-2,QUT Business School
n414695,Retained,Double,144,Full Time,20,24,No,Yes,F,4.45,11,Medium,SEM-2,Faculty of Law
n414848,Retained,Single,48,Full Time,21,0,Yes,No,M,4.75,12,High,SEM-2,Sci and Eng Faculty
n415217,Retained,Single,72,Full Time,23,0,No,Yes,F,5.67,14,Medium,SEM-1,Sci and Eng Faculty
n415447,Retained,Single,36,Full Time,21,24,No,Yes,F,3.8,12,Low,SEM-1,Faculty of Health
n415690,Not Retained,Single,84,Full Time,19,0,No,No,M,5.14,10,High,SEM-1,CI Faculty
n416437,Retained,Single,108,Full Time,21,0,No,Yes,F,5.43,24,Low,SEM-1,Faculty of Health
n416502,Retained,Single,96,Full Time,19,0,No,No,M,5.12,9,Medium,SEM-1,Sci and Eng Faculty
n416848,Retained,Single,72,Full Time,24,12,No,No,M,4.43,17,High,SEM-1,QUT Business School
n416931,Retained,Single,36,Part Time,28,0,Yes,Yes,M,4.67,5,High,SEM-1,Faculty of Law
n417436,Retained,Double,96,Full Time,19,0,No,No,M,5.39,5,Medium,SEM-1,Sci and Eng Faculty
n417642,Retained,Single,180,Full Time,25,0,Yes,No,M,4.58,2,Medium,SEM-1,Sci and Eng Faculty
n418167,Retained,Single,120,Full Time,20,0,No,Yes,M,6.39,1,High,SEM-2,Faculty of Law
n418268,Retained,Single,84,Full Time,20,0,No,No,F,4.13,12,High,SEM-1,Faculty of Health
n419076,Not Retained,Single,36,Full Time,24,12,No,No,M,4.01,12,High,SEM-1,QUT Business School
n419394,Retained,Single,204,Full Time,26,12,Yes,No,F,4.01,10,Medium,SEM-2,QUT Business School
n419582,Retained,Single,96,Full Time,32,0,No,No,M,6.13,15,High,SEM-1,Faculty of Education
n419853,Retained,Double,180,Full Time,21,0,No,No,M,5.08,12,Medium,SEM-1,Sci and Eng Faculty
n420277,Retained,Single,144,Full Time,26,0,Yes,No,F,5.32,8,Medium,SEM-2,Faculty of Health
n420542,Retained,Single,96,Full Time,21,0,Yes,No,F,4.5,20,High,SEM-1,Faculty of Health
n421021,Retained,Single,156,Full Time,29,0,Yes,No,F,4.01,21,Medium,SEM-2,Faculty of Health
n421065,Retained,Single,132,Full Time,21,12,No,Yes,F,5.17,21,High,SEM-1,Faculty of Health
n421096,Retained,Single,144,Full Time,20,0,No,No,F,4.91,10,High,SEM-1,QUT Business School
n422487,Retained,Single,180,Full Time,34,0,No,Yes,M,5.68,22,Medium,SEM-1,Sci and Eng Faculty
n422555,Retained,Double,0,Full Time,24,0,No,No,M,0,19,Medium,SEM-1,Faculty of Health
n422780,Not Retained,Single,96,Full Time,19,0,No,No,F,6.13,8,Medium,SEM-1,CI Faculty
n423104,Retained,Single,96,Full Time,22,0,No,No,M,5.37,7,Medium,SEM-1,Sci and Eng Faculty
n423655,Not Retained,Single,60,Full Time,19,12,No,No,M,4.15,8,High,SEM-1,CI Faculty
n423985,Retained,Single,96,Full Time,19,0,No,No,M,4.5,8,Medium,SEM-1,Faculty of Health
n424236,Retained,Single,192,Full Time,21,0,No,Yes,F,6,20,Medium,SEM-1,Faculty of Education
n424324,Retained,Single,48,Full Time,20,36,No,No,M,3.13,12,Medium,SEM-1,QUT Business School
n424339,Retained,Single,12,Full Time,20,84,Yes,No,F,1.74,7,High,SEM-1,Sci and Eng Faculty
n425046,Retained,Single,84,Full Time,20,36,No,Yes,M,4.5,11,Medium,SEM-1,Faculty of Law
n425634,Not Retained,Single,84,Full Time,20,12,No,Yes,F,4.37,1,Low,SEM-1,Faculty of Health
n425785,Retained,Single,120,Part Time,21,0,No,Yes,M,4.68,23,Medium,SEM-1,Sci and Eng Faculty
n425856,Retained,Single,96,Full Time,19,0,No,No,F,4.64,11,High,SEM-1,Faculty of Education
n426575,Not Retained,Double,108,Full Time,20,0,No,No,F,5,11,Medium,SEM-1,Faculty of Health
n426653,Retained,Single,84,Full Time,20,0,No,No,M,4.57,7,High,SEM-1,Faculty of Education
n426766,Retained,Single,96,Full Time,20,0,No,No,M,6.01,11,Medium,SEM-1,Sci and Eng Faculty
n426783,Retained,Single,96,Full Time,19,0,No,No,M,6.13,3,High,SEM-1,QUT Business School
n426824,Retained,Single,96,Full Time,20,0,No,No,M,6,21,High,SEM-1,Faculty of Health
n427193,Retained,Single,156,Full Time,22,0,No,No,M,5.32,18,Medium,SEM-1,Faculty of Health
n427290,Retained,Single,168,Part Time,24,24,Yes,No,M,4.49,12,High,SEM-1,QUT Business School
n427669,Retained,Single,84,Full Time,19,12,No,Yes,M,4.63,9,High,SEM-1,Faculty of Education
n427869,Not Retained,Single,0,Full Time,21,48,No,No,F,1.5,1,Medium,SEM-1,CI Faculty
n428028,Retained,Single,84,Full Time,19,12,No,Yes,F,4.51,13,Medium,SEM-1,CI Faculty
n428613,Retained,Single,132,Full Time,20,12,No,Yes,F,4.42,25,Medium,SEM-1,QUT Business School
n428739,Retained,Single,48,Full Time,19,0,No,Yes,F,5.5,7,High,SEM-1,Faculty of Health
n428859,Retained,Single,108,Full Time,20,0,No,Yes,F,5.33,18,High,SEM-1,Faculty of Health
n429381,Retained,Single,0,Full Time,33,0,No,No,M,0.01,6,High,SEM-1,Sci and Eng Faculty
n429448,Retained,Single,96,Full Time,19,0,No,No,M,5.77,1,High,SEM-1,QUT Business School
n429523,Retained,Single,96,Full Time,19,0,No,No,M,6.4,10,Medium,SEM-1,Sci and Eng Faculty
n429701,Retained,Single,96,Full Time,32,0,No,Yes,M,5.38,5,Medium,SEM-1,Sci and Eng Faculty
n429980,Retained,Single,84,Full Time,19,12,No,No,F,4.88,8,Medium,SEM-1,Sci and Eng Faculty
n430481,Retained,Single,0,Full Time,32,0,No,No,F,0.01,11,Medium,SEM-1,Faculty of Health
n430662,Not Retained,Single,96,Full Time,20,0,No,No,F,5.98,17,Medium,SEM-1,Faculty of Health
n430722,Retained,Single,144,Full Time,20,0,No,Yes,M,5.16,7,Medium,SEM-1,Faculty of Health
n430879,Retained,Single,48,Full Time,19,48,No,Yes,F,3.75,13,Medium,SEM-1,Sci and Eng Faculty
n430905,Retained,Single,96,Full Time,47,0,No,No,F,5.85,1,High,SEM-1,Faculty of Health
n431062,Not Retained,Single,96,Full Time,20,0,No,Yes,F,4.62,11,Medium,SEM-1,CI Faculty
n431212,Retained,Single,96,Full Time,20,0,No,No,M,4.51,9,High,SEM-1,QUT Business School
n431283,Retained,Single,60,Full Time,27,12,No,No,M,4.49,14,High,SEM-1,Faculty of Health
n431465,Retained,Single,96,Full Time,21,0,No,Yes,F,5.64,2,Medium,SEM-1,CI Faculty
n431694,Not Retained,Single,84,Full Time,19,12,No,No,F,4.77,5,High,SEM-1,QUT Business School
n432249,Retained,Single,96,Full Time,19,0,No,Yes,F,5.86,8,Medium,SEM-1,Faculty of Health
n432487,Retained,Single,192,Part Time,41,0,No,No,F,4.99,17,Low,SEM-1,Faculty of Health
n432505,Not Retained,Single,96,Full Time,32,0,No,No,M,4.44,25,High,SEM-1,Faculty of Health
n432846,Retained,Single,96,Full Time,19,0,No,No,F,6.99,1,Medium,SEM-1,QUT Business School
n432849,Retained,Single,0,Full Time,36,0,No,No,F,-0,23,Medium,SEM-1,Faculty of Health
n432898,Retained,Single,48,Full Time,21,0,Yes,No,M,5.5,12,High,SEM-2,Sci and Eng Faculty
n433220,Not Retained,Single,24,Full Time,20,0,No,No,M,4.5,8,Medium,SEM-1,Sci and Eng Faculty
n433417,Retained,Single,96,Full Time,19,0,No,No,F,6.37,2,High,SEM-1,CI Faculty
n433972,Retained,Single,144,Full Time,21,0,Yes,No,M,4.27,22,High,SEM-2,QUT Business School
n434227,Retained,Double,108,Full Time,20,0,No,No,M,5.57,24,Low,SEM-1,Faculty of Health
n434860,Retained,Single,96,Full Time,30,0,No,No,F,0,24,Low,SEM-1,Faculty of Health
n435033,Retained,Single,96,Part Time,19,0,No,Yes,M,5,8,High,SEM-1,Sci and Eng Faculty
n435132,Retained,Single,96,Full Time,21,0,No,Yes,F,5.58,2,Medium,SEM-1,Faculty of Health
n435184,Retained,Single,48,Full Time,22,0,No,Yes,F,5.51,6,Low,SEM-2,Sci and Eng Faculty
n435620,Retained,Single,96,Part Time,24,0,No,Yes,F,4.79,10,High,SEM-1,Sci and Eng Faculty
n436101,Retained,Single,60,Full Time,20,36,No,No,M,3.38,2,Medium,SEM-1,Sci and Eng Faculty
n436133,Retained,Single,72,Part Time,21,24,No,Yes,F,4.66,19,Medium,SEM-1,QUT Business School
n436211,Retained,Single,96,Full Time,37,0,No,No,M,6.01,1,Medium,SEM-1,Faculty of Health
n436597,Retained,Single,24,Full Time,19,24,No,Yes,F,3.48,8,Medium,SEM-1,Faculty of Law
n436670,Retained,Single,96,Full Time,19,0,No,No,M,4.76,2,Low,SEM-1,CI Faculty
n436760,Retained,Single,168,Full Time,21,0,No,Yes,M,5.07,3,Low,SEM-1,Sci and Eng Faculty
n436795,Retained,Single,156,Full Time,51,0,No,No,M,4.6,25,Medium,SEM-2,Faculty of Law
n436806,Retained,Single,60,Part Time,19,24,No,No,M,3.7,9,High,SEM-1,Sci and Eng Faculty
n437275,Retained,Single,12,Part Time,26,0,No,Yes,M,5,17,High,SEM-1,CI Faculty
n437345,Retained,Single,72,Full Time,22,12,No,No,F,4.14,6,High,SEM-1,Faculty of Law
n437628,Retained,Single,96,Full Time,22,0,No,Yes,M,5.77,25,Medium,SEM-1,CI Faculty
n438101,Retained,Single,96,Full Time,19,0,No,No,M,5.4,6,Medium,SEM-1,CI Faculty
n438471,Retained,Single,96,Full Time,22,0,Yes,No,F,4.5,15,Medium,SEM-1,CI Faculty
n438505,Retained,Single,96,Full Time,19,0,No,Yes,M,5.89,2,Medium,SEM-1,QUT Business School
n438715,Not Retained,Double,72,Full Time,19,24,No,No,M,3.98,7,Low,SEM-1,Sci and Eng Faculty
n438908,Not Retained,Single,96,Full Time,21,48,Yes,No,F,0.99,14,Low,SEM-1,QUT Business School
n438923,Retained,Single,204,Full Time,22,0,No,Yes,F,4.51,25,Medium,SEM-1,CI Faculty
n439685,Retained,Single,96,Full Time,20,0,No,No,M,5.87,7,Medium,SEM-1,Sci and Eng Faculty
n439863,Retained,Single,96,Full Time,20,0,No,Yes,F,4.87,10,High,SEM-1,Faculty of Education
n440134,Retained,Single,144,Full Time,20,0,Yes,No,F,5.67,12,Medium,SEM-2,CI Faculty
n440547,Retained,Single,120,Part Time,45,0,No,Yes,M,7,15,High,SEM-2,Faculty of Law
n440922,Retained,Single,192,Part Time,42,0,No,No,F,5.17,3,Low,SEM-1,Faculty of Health
n441109,Retained,Single,96,Full Time,19,0,No,No,M,4.76,10,Medium,SEM-1,Faculty of Health
n441232,Retained,Single,144,Full Time,20,12,No,No,F,5,4,High,SEM-1,Faculty of Law
n441265,Retained,Single,144,Full Time,20,0,No,No,F,5.32,4,Medium,SEM-1,CI Faculty
n441296,Retained,Double,180,Full Time,20,0,No,Yes,M,5.12,12,Medium,SEM-1,Sci and Eng Faculty
n441300,Retained,Double,120,Full Time,24,0,No,Yes,F,6.01,11,High,SEM-1,Faculty of Health
n441377,Retained,Single,96,Full Time,22,0,No,Yes,F,5.6,10,Medium,SEM-2,Faculty of Health
n441389,Retained,Single,96,Full Time,20,0,No,No,F,6.11,2,Medium,SEM-1,CI Faculty
n441441,Retained,Single,96,Full Time,20,0,No,Yes,F,4.64,10,High,SEM-1,Faculty of Education
n442158,Not Retained,Single,0,Full Time,19,0,No,Yes,F,0,17,Medium,SEM-1,QUT Business School
n442267,Retained,Single,180,Full Time,23,12,Yes,No,M,4.25,19,Medium,SEM-1,Faculty of Law
n442657,Not Retained,Single,72,Full Time,26,0,No,Yes,M,5.74,16,High,SEM-1,Sci and Eng Faculty
n442670,Retained,Single,96,Full Time,19,0,No,Yes,F,5.63,8,Medium,SEM-1,Sci and Eng Faculty
n443294,Not Retained,Single,0,Full Time,20,48,No,Yes,F,1.01,14,Medium,SEM-1,Faculty of Education
n443306,Retained,Single,0,Full Time,19,0,No,Yes,M,0.01,25,Medium,SEM-1,Faculty of Law
n443658,Retained,Single,96,Part Time,21,0,No,Yes,M,4.99,10,Medium,SEM-1,Faculty of Health
n443747,Retained,Single,180,Full Time,21,0,No,Yes,F,4.63,9,Medium,SEM-1,Faculty of Health
n443789,Retained,Single,372,Full Time,40,12,No,No,M,4.45,23,Medium,SEM-2,Faculty of Health
n444072,Retained,Single,96,Full Time,20,0,Yes,No,M,7,1,Medium,SEM-2,Sci and Eng Faculty
n445104,Retained,Single,156,Full Time,20,0,Yes,No,M,5.31,23,Low,SEM-2,Sci and Eng Faculty
n445762,Retained,Single,192,Full Time,27,0,Yes,No,F,6.01,4,Medium,SEM-1,Faculty of Health
n446002,Retained,Single,96,Part Time,19,0,No,No,F,6.14,8,Medium,SEM-1,Sci and Eng Faculty
n446036,Retained,Single,72,Full Time,19,24,No,Yes,F,3.62,10,Low,SEM-1,Sci and Eng Faculty
n446264,Retained,Single,60,Full Time,22,36,No,Yes,F,3.75,3,Medium,SEM-1,Sci and Eng Faculty
n446783,Retained,Single,96,Full Time,19,0,No,No,M,5.63,7,Medium,SEM-1,Sci and Eng Faculty
n446818,Retained,Single,96,Full Time,19,0,No,Yes,F,5.84,8,High,SEM-1,Faculty of Health
n446825,Not Retained,Single,96,Full Time,19,0,No,Yes,F,4.26,17,Medium,SEM-1,CI Faculty
n447004,Retained,Single,180,Full Time,22,12,No,Yes,F,4.56,3,Medium,SEM-1,Sci and Eng Faculty
n447014,Retained,Double,108,Full Time,19,0,No,No,F,4.99,6,Medium,SEM-1,Faculty of Health
n447086,Retained,Single,0,Part Time,19,36,Yes,No,F,1.67,13,High,SEM-1,CI Faculty
n447772,Not Retained,Single,0,Full Time,22,36,No,No,F,1.01,22,Medium,SEM-1,Faculty of Law
n447838,Retained,Single,96,Full Time,19,0,No,Yes,F,5.24,12,Low,SEM-1,CI Faculty
n448049,Retained,Single,108,Full Time,20,0,No,No,M,4.99,21,Low,SEM-1,Sci and Eng Faculty
n448087,Not Retained,Single,48,Full Time,23,0,Yes,No,F,5,3,Medium,SEM-1,CI Faculty
n448924,Retained,Single,96,Full Time,21,0,No,Yes,M,5.64,17,Medium,SEM-1,QUT Business School
n450753,Retained,Single,96,Full Time,20,0,No,Yes,F,5.38,8,Medium,SEM-1,Faculty of Health
n451489,Retained,Single,0,Full Time,21,60,No,Yes,M,0.99,14,High,SEM-1,Sci and Eng Faculty
n452060,Retained,Single,144,Part Time,23,0,No,No,M,5.24,20,High,SEM-1,Faculty of Law
n452086,Retained,Single,120,Full Time,25,24,Yes,No,M,4.57,24,High,SEM-1,Sci and Eng Faculty
n452363,Retained,Single,96,Part Time,19,0,No,No,M,5.38,8,Medium,SEM-1,Sci and Eng Faculty
n452586,Retained,Single,24,Full Time,19,12,No,No,F,4.32,9,Low,SEM-2,CI Faculty
n452675,Retained,Single,132,Full Time,49,0,No,No,F,6.66,17,Medium,SEM-2,Faculty of Law
n452807,Retained,Single,48,Full Time,20,0,No,Yes,F,5.34,9,Medium,SEM-2,Faculty of Health
n452833,Retained,Single,84,Full Time,21,0,No,No,F,4.71,1,Medium,SEM-1,CI Faculty
n453035,Retained,Single,60,Full Time,22,36,No,Yes,F,3.74,3,Medium,SEM-1,Sci and Eng Faculty
n453048,Retained,Single,84,Full Time,27,12,No,Yes,M,4.14,25,Medium,SEM-1,Faculty of Health
n453712,Retained,Single,96,Full Time,19,0,No,No,M,5.64,6,Medium,SEM-1,Sci and Eng Faculty
n454444,Retained,Single,144,Full Time,20,0,No,No,F,5.14,8,Medium,SEM-1,CI Faculty
n454858,Retained,Single,96,Full Time,20,0,No,No,M,6.52,6,High,SEM-1,Sci and Eng Faculty
n455399,Not Retained,Single,96,Full Time,20,0,No,Yes,F,5.49,23,Low,SEM-1,Faculty of Education
n455466,Retained,Single,312,Full Time,22,0,Yes,No,M,5.26,6,Low,SEM-2,Sci and Eng Faculty
n455770,Retained,Single,72,Full Time,20,0,No,Yes,F,5.5,5,Low,SEM-1,Sci and Eng Faculty
n455865,Retained,Single,96,Full Time,32,0,No,Yes,M,6.5,22,Medium,SEM-1,QUT Business School
n455927,Retained,Single,24,Full Time,23,12,No,Yes,F,4.01,15,Medium,SEM-2,Faculty of Health
n457619,Retained,Single,120,Part Time,43,0,No,No,M,6,16,High,SEM-1,Faculty of Health
n457794,Retained,Single,96,Full Time,19,0,No,Yes,F,5.39,7,High,SEM-1,CI Faculty
n457985,Retained,Single,84,Full Time,19,12,No,No,F,5.24,7,Medium,SEM-1,Sci and Eng Faculty
n458094,Retained,Single,72,Full Time,19,24,No,No,M,3.88,13,High,SEM-1,QUT Business School
n458141,Not Retained,Single,0,Full Time,20,0,No,No,F,0,10,Low,SEM-1,Faculty of Law
n458192,Retained,Single,36,Part Time,20,12,No,No,F,4.76,3,High,SEM-2,CI Faculty
n458255,Retained,Single,96,Full Time,19,0,No,No,M,5.62,10,Medium,SEM-1,Sci and Eng Faculty
n458303,Retained,Single,96,Full Time,19,0,No,Yes,M,6.75,1,Medium,SEM-1,Sci and Eng Faculty
n458350,Retained,Single,156,Part Time,39,0,No,No,F,5.51,6,Low,SEM-1,Faculty of Health
n459150,Not Retained,Single,24,Full Time,21,0,No,No,M,5.01,17,High,SEM-1,QUT Business School
n459556,Not Retained,Single,12,Full Time,27,0,No,Yes,M,4.99,19,High,SEM-2,Faculty of Law
n460107,Retained,Single,48,Full Time,24,0,No,Yes,F,6.33,22,Medium,SEM-2,Faculty of Health
n460370,Retained,Single,72,Full Time,19,12,No,Yes,F,4.87,12,Medium,SEM-1,Sci and Eng Faculty
n461325,Retained,Single,168,Full Time,28,0,No,Yes,F,7,10,High,SEM-2,Faculty of Health
n462204,Not Retained,Single,36,Full Time,19,0,No,No,M,4.34,7,High,SEM-1,CI Faculty
n462711,Retained,Single,96,Full Time,21,0,No,Yes,F,4.5,23,Medium,SEM-1,Faculty of Health
n462792,Not Retained,Single,96,Full Time,19,0,No,Yes,F,4.74,5,High,SEM-1,Faculty of Health
n462973,Retained,Single,108,Full Time,23,0,No,No,M,5.51,14,Medium,SEM-1,Faculty of Health
n463016,Retained,Single,96,Full Time,19,0,No,No,F,5,8,Medium,SEM-1,QUT Business School
n463322,Retained,Single,84,Part Time,22,36,No,No,F,3.89,2,Low,SEM-2,Faculty of Health
n463500,Retained,Double,96,Full Time,18,0,No,Yes,M,6.63,1,Low,SEM-1,Sci and Eng Faculty
n463742,Retained,Single,132,Full Time,20,36,No,No,M,3.71,19,Medium,SEM-1,Sci and Eng Faculty
n463908,Retained,Single,96,Full Time,23,0,No,Yes,M,5.62,7,Medium,SEM-1,QUT Business School
n464307,Not Retained,Single,0,Full Time,22,0,No,No,F,0,6,High,SEM-1,Faculty of Health
n464431,Retained,Single,36,Full Time,21,12,Yes,No,F,4.33,21,High,SEM-2,Faculty of Health
n465259,Retained,Single,96,Part Time,37,0,No,Yes,F,5.13,4,High,SEM-1,Faculty of Health
n465460,Retained,Single,84,Full Time,18,12,No,No,F,4.26,10,High,SEM-1,Faculty of Health
n465689,Not Retained,Single,48,Full Time,19,0,No,No,M,4.75,6,Low,SEM-1,Sci and Eng Faculty
n465812,Retained,Single,96,Full Time,19,0,No,Yes,F,5,10,Medium,SEM-1,Sci and Eng Faculty
n466078,Retained,Single,228,Full Time,24,0,No,No,M,5.31,3,Medium,SEM-2,Sci and Eng Faculty
n466116,Retained,Single,168,Full Time,25,24,No,Yes,F,3.99,8,Low,SEM-1,Faculty of Health
n466328,Retained,Single,192,Part Time,32,0,No,No,F,5.98,24,Low,SEM-1,Faculty of Health
n466398,Not Retained,Single,48,Full Time,19,0,No,No,F,6.74,1,High,SEM-1,QUT Business School
n467427,Retained,Single,96,Full Time,18,0,No,No,M,6.64,3,Low,SEM-1,Faculty of Health
n467594,Not Retained,Single,228,Full Time,24,12,Yes,No,M,4.75,21,Low,SEM-2,Sci and Eng Faculty
n467834,Retained,Single,144,Full Time,21,0,Yes,No,M,4.6,13,Low,SEM-2,CI Faculty
n468405,Retained,Single,168,Full Time,21,0,No,No,M,5.86,7,Medium,SEM-1,Faculty of Health
n468572,Retained,Single,96,Full Time,21,0,No,Yes,F,4.5,23,Medium,SEM-1,Faculty of Health
n469033,Not Retained,Single,48,Full Time,22,0,No,Yes,F,6.26,10,Medium,SEM-2,Sci and Eng Faculty
n469151,Retained,Single,84,Full Time,19,0,No,Yes,F,5.02,10,High,SEM-2,CI Faculty
n469467,Retained,Single,228,Part Time,24,12,No,Yes,M,5.15,4,Medium,SEM-1,QUT Business School
n469570,Not Retained,Single,132,Full Time,30,0,No,No,F,6.33,12,High,SEM-1,Faculty of Law
n469747,Retained,Single,108,Full Time,20,0,No,No,F,5.56,10,Medium,SEM-1,Faculty of Education
n469928,Not Retained,Single,96,Full Time,23,0,No,Yes,M,4.26,13,Medium,SEM-1,Faculty of Health
n471298,Not Retained,Single,84,Full Time,21,12,No,No,F,4.76,14,Medium,SEM-1,Sci and Eng Faculty
n471902,Retained,Single,156,Full Time,41,0,No,No,F,5.5,18,High,SEM-2,Faculty of Law
n471932,Retained,Double,144,Full Time,20,0,No,Yes,M,6.09,3,High,SEM-1,Sci and Eng Faculty
n472123,Retained,Single,48,Part Time,31,0,No,No,F,4.51,14,Medium,SEM-2,Faculty of Law
n472464,Retained,Single,192,Full Time,21,0,Yes,No,M,5.57,2,High,SEM-1,Sci and Eng Faculty
n473750,Retained,Single,96,Full Time,26,0,No,No,F,5,9,Medium,SEM-1,Faculty of Law
n473793,Retained,Double,180,Full Time,20,0,No,Yes,M,5.13,12,Medium,SEM-1,Sci and Eng Faculty
n474043,Retained,Double,96,Full Time,20,0,No,No,M,6.38,11,Medium,SEM-1,Sci and Eng Faculty
n474312,Retained,Single,144,Full Time,20,0,Yes,No,M,4.74,15,High,SEM-2,QUT Business School
n474707,Not Retained,Single,12,Full Time,24,12,No,Yes,F,4,11,High,SEM-1,CI Faculty
n474809,Retained,Single,84,Full Time,19,12,No,No,F,4.43,13,High,SEM-1,Faculty of Health
n475192,Retained,Single,204,Full Time,21,0,Yes,No,F,5.01,13,Medium,SEM-1,CI Faculty
n475612,Retained,Single,144,Full Time,30,0,No,Yes,F,4.99,7,Low,SEM-2,Faculty of Health
n475774,Not Retained,Single,48,Full Time,19,12,No,No,F,3.79,19,High,SEM-1,CI Faculty
n475958,Not Retained,Single,0,Full Time,20,48,No,No,M,1.77,14,Medium,SEM-1,Sci and Eng Faculty
n476150,Not Retained,Single,60,Full Time,19,36,No,No,M,3.48,7,High,SEM-1,QUT Business School
n476170,Retained,Single,96,Full Time,18,0,Yes,Yes,M,4.62,9,Low,SEM-1,Sci and Eng Faculty
n476223,Retained,Double,72,Full Time,19,36,No,Yes,F,3.78,9,Low,SEM-1,Sci and Eng Faculty
n476227,Retained,Single,96,Full Time,21,0,No,No,F,6.51,1,High,SEM-1,Faculty of Education
n476391,Retained,Single,144,Full Time,21,0,No,Yes,F,6.51,2,Low,SEM-1,Faculty of Health
n477001,Retained,Single,108,Full Time,19,0,No,Yes,F,5.64,6,Medium,SEM-1,Faculty of Health
n477667,Retained,Single,96,Full Time,21,0,No,Yes,M,4.51,25,Medium,SEM-2,QUT Business School
n477794,Retained,Single,24,Full Time,23,48,No,No,M,2.52,12,High,SEM-1,CI Faculty
